SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,HP_Priority,HP_Description,HP_Location
TEL-11,EL,00-CAM-01,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-02,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-03,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-04,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-05,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-06,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-07,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-08,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-09,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-10,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-11,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-12,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-13,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-14,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-15,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-16,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-17,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-18,CCTV,,Hold (Matrial Shortage),Material Shortage
LS-02,EL,00-ELP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-02,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-03,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-LP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-RP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-SLP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0073|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0076|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0079|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0084|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0093|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0096|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0099|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0104|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0113|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0116|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0119|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0124|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0133|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0136|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0139|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0144|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0154|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0157|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0164|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0167|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0174|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0177|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0184|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0187|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0207|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0210|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0213|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0218|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0227|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0230|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0233|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0238|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0247|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0250|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0253|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0258|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0267|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0270|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0273|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0278|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0287|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0290|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0293|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0298|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0307|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0310|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0313|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0318|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0327|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0331|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0335|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0341|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0345|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0351|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0355|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0359|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0365|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0369|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0373|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0379|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0383|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0389|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0393|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0397|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0401|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0405|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0409|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0413|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0417|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0421|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0425|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0429|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0434|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0438|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0442|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0446|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0450|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0454|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0458|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0462|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0471|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0474|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0481|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0484|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0491|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0494|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0501|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0504|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0522|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0525|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0528|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0533|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0543|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0546|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0549|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0554|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0563|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0566|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0569|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0574|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0583|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0586|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0589|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0594|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0603|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0606|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0609|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0614|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0623|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0626|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0629|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0634|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0645|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0648|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0655|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0658|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0665|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0668|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0675|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0678|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0695|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0698|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0705|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0708|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0720|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0723|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0726|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0731|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0740|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0743|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0746|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0751|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0760|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0763|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0766|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0771|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0780|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0783|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0786|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0791|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0800|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0803|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0806|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0811|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0820|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0823|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0826|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0831|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0838|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0841|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0848|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
